authors,title
"[Jing Zhou, Rui Ying Liu, Xu Zhou, Rana Aamir Raza Ashfaq]",Comparative Analysis of Gaussian Process Regression Based Extreme Learning Machine.
"[Weifeng Liu 0001, Lianbo Zhang, Dapeng Tao, Jun Cheng]",Support vector machine active learning by Hessian regularization.
"[Agus Pratondo, Chee-Kong Chui, Sim Heng Ong]",Integrating machine learning with region-based active contour models in medical image segmentation.
"[Leilei Kong, Zhimao Lu, Haoliang Qi, Zhongyuan Han]",A machine learning approach to query generation in plagiarism source retrieval.
"[Liu Liu 0004, Baosheng Wang, Bo Yu, Qiuxi Zhong]",Automatic malware classification and new malware detection using machine learning.
"[Abinash Tripathy, Abhishek Anand, Santanu Kumar Rath]",Document-level sentiment classification using hybrid machine learning approach.
"[Zhensong Chen, Zhiquan Qi, Bo Wang, Limeng Cui, Fan Meng, Yong Shi]",Learning with label proportions based on nonparallel support vector machines.
"[Francesca Arcelli Fontana, Marco Zanoni]",Code smell severity classification using machine learning techniques.
"[Petr Hájek 0002, Roberto Henriques]",Mining corporate annual reports for intelligent detection of financial statement fraud - A comparative study of machine learning methods.
"[Zhe Wang, Guowei Zhang, Dongdong Li, Yujin Zhu, Chenjie Cao]",Locality sensitive discriminant matrixized learning machine.
"[Zhiyong Yang, Taohong Zhang, Jingcheng Lu, Dezheng Zhang, Dorothy Kalui]",Optimizing area under the ROC curve via extreme learning machines.
"[Yinghui Wang, Peng Lin, Huashu Qin]",Distributed classification learning based on nonlinear vector support machines for switching networks.
"[Saeed Farzi, Heshaam Faili]",Improving statistical machine translation using syntax-based learning-to-rank system.
Mark A. Finlayson,ProppLearner - Deeply annotating a corpus of Russian folktales to enable the machine learning of a Russian formalist theory.
"[Stan Lipovetsky, Jong-Min Kim]",Machine Learning in Applied Statistics.
"[Omar Aziz, Magnus Musngi, Edward J. Park, Greg Mori, Stephen N. Robinovitch]",A comparison of accuracy of fall detection algorithms (threshold-based vs. machine learning) using waist-mounted tri-axial accelerometer signals from a comprehensive set of falls and non-fall trials.
"[Xiangyi Cheng, Huaping Liu, Xinying Xu, Fuchun Sun]",Denoising deep extreme learning machine for sparse representation.
"[Shom Prasad Das, Sudarsan Padhy]",Unsupervised extreme learning machine and support vector regression hybrid model for predicting energy commodity futures index.
"[Huijuan Lu, Bangjun Du, Jinyong Liu, Haixia Xia, Wai K. Yeap]",A kernel extreme learning machine algorithm based on improved particle swam optimization.
"[Nan Zhang 0014, Shifei Ding]",Unsupervised and semi-supervised extreme learning machine with wavelet kernel for high dimensional data.
"[Mohammad Saleh Miri, Michael D. Abràmoff, Young H. Kwon, Milan Sonka, Mona Kathryn Garvin]",A machine-learning graph-based approach for 3D segmentation of Bruch&apos;s membrane opening from glaucomatous SD-OCT volumes.
"[Jingcheng Du, Jun Xu 0007, Hsing-yi Song, Cui Tao]",Leveraging machine learning-based approaches to assess human papillomavirus vaccination sentiment trends with Twitter data.
"[Yolanda Garcia-Chimeno, Begonya Garcia-Zapirain, Marian Gomez-Beldarrain, Begonya Fernandez-Ruanova, Juan Carlos Garcia-Monco]",Automatic migraine classification via feature selection committee and machine learning techniques over imaging and questionnaire data.
"[Sherif Sakr, Radwa El Shawi, Amjad M. Ahmed, Waqas T. Qureshi, Clinton A. Brawner, Steven J. Keteyian, Michael J. Blaha, Mouaz H. Al-Mallah]",Comparison of machine learning techniques to predict all-cause mortality using fitness data - the Henry ford exercIse testing (FIT) project.
"[John Wallert, Mattia Tomasoni, Guy Madison, Claes Held]",Predicting two-year survival versus non-survival after first myocardial infarction using machine learning and Swedish national register data.
"[Wei-Hung Weng, Kavishwar B. Wagholikar, Alexa T. McCray, Peter Szolovits, Henry C. Chueh]",Medical subdomain classification of clinical notes using a machine learning-based natural language processing approach.
"[Panagiotis G. Sarigiannidis, Antonios Sarigiannidis, Ioannis D. Moscholios, Piotr Zwierzykowski]",DIANA - A Machine Learning Mechanism for Adjusting the TDD Uplink-Downlink Configuration in XG-PON-LTE Systems.
"[Jukka Teittinen, Markus Hiienkari, Indre Zliobaite, Jaakko Hollmén, Heikki Berg, Juha Heiskala, Timo Viitanen, Jesse Simonsson, Lauri Koskinen]",A 5.3 pJ/op approximate TTA VLIW tailored for machine learning.
Daniel Berrar,Confidence curves - an alternative to null hypothesis significance testing for the comparison of classifiers.
"[Dimitris Bertsimas, Jack Dunn]",Optimal classification trees.
"[Sahely Bhadra, Samuel Kaski, Juho Rousu]",Multi-view kernel completion.
"[Douglas de O. Cardoso, João Gama, Felipe M. G. França]",Weightless neural networks for open set recognition.
"[Carlos Eduardo Cancino Chacón, Thassilo Gadermaier, Gerhard Widmer, Maarten Grachten]",An evaluation of linear and non-linear models of expressive dynamics in classical piano and symphonic music.
"[Yiu-ming Cheung, Jian Lou]",Proximal average approximated incremental gradient descent for composite penalty regularized empirical risk minimization.
"[Giorgio Corani, Alessio Benavoli, Janez Demsar, Francesca Mangili, Marco Zaffalon]",Statistical comparison of classifiers through Bayesian hierarchical modelling.
"[Toon van Craenendonck, Hendrik Blockeel]",Constraint-based clustering selection.
"[Pedram Daee, Tomi Peltola, Marta Soare, Samuel Kaski]",Knowledge elicitation via sequential probabilistic inference for high-dimensional prediction.
"[Kurt Driessens, Dragi Kocev, Marko Robnik-Sikonja, Myra Spiliopoulou]",Introduction to the special issue dedicated to the Journal Track of ECML PKDD 2017.
"[Sebastijan Dumancic, Hendrik Blockeel]",An expressive dissimilarity measure for relational clustering using neighbourhood trees.
"[Mohammed Ghesmoune, Hanene Azzag, Salima Benbernou, Mustapha Lebbah, Tarn Duong, Mourad Ouziri]",Big Data - from collection to visualization.
"[Heitor Murilo Gomes, Albert Bifet, Jesse Read, Jean Paul Barddal, Fabrício Enembreck, Bernhard Pfharinger, Geoff Holmes, Talel Abdessalem]",Adaptive random forests for evolving data stream classification.
"[Michael Grabchak, Zhiyi Zhang]",Asymptotic properties of Turing&apos;s formula in relative error.
"[Venkata M. V. Gunturi, Shashi Shekhar, Kenneth Joseph, Kathleen M. Carley]",Scalable computational techniques for centrality metrics on temporally detailed social network.
"[Matthew J. Holland, Kazushi Ikeda]",Robust regression using biased objectives.
"[Geoffrey Holmes, Tie-Yan Liu, Hang Li, Irwin King, Masashi Sugiyama, Zhi-Hua Zhou]",Introduction - special issue of selected papers from ACML 2015.
"[Herke van Hoof, Daniel Tanneberg, Jan Peters 0001]",Generalized exploration in policy search.
"[Inbal Horev, Florian Yger, Masashi Sugiyama]",Geometry-aware principal component analysis for symmetric positive definite matrices.
"[Kuan-Hao Huang, Hsuan-Tien Lin]",Cost-sensitive label embedding for multi-label classification.
"[Jinlong Huang, Qingsheng Zhu, Lijun Yang, Dongdong Cheng, Quanwang Wu]",QCC - a novel clustering algorithm based on Quasi-Cluster Centers.
"[Mohamed Hamza Ibrahim, Christopher Joseph Pal, Gilles Pesant]",Improving probabilistic inference in graphical models with determinism and cycles.
"[Katsumi Inoue, Hayato Ohwada, Akihiro Yamamoto]",Special issue on inductive logic programming.
"[Nathalie Japkowicz, Stan Matwin]",Special issue on discovery science.
"[Masanori Kawakita, Jun&apos;ichi Takeuchi]",A note on model selection for small sample regression.
"[Mehdi Kaytoue, Marc Plantevit, Albrecht Zimmermann, Ahmed Anes Bendimerad, Céline Robardet]",Exceptional contextual subgraph mining.
"[Dongwoo Kim, Alice H. Oh]",Hierarchical Dirichlet scaling process.
"[Wojciech Kotlowski, Krzysztof Dembczynski]",Surrogate regret bounds for generalized classification performance metrics.
"[Jesse H. Krijthe, Marco Loog]",Projected estimators for robust semi-supervised classification.
"[Ilja Kuzborskij, Francesco Orabona]",Fast rates by transferring from auxiliary hypotheses.
"[Vitaly Kuznetsov, Mehryar Mohri]",Generalization bounds for non-stationary mixing processes.
"[Chenghao Liu, Tao Jin, Steven C. H. Hoi, Peilin Zhao, Jianling Sun]",Collaborative topic regression for online recommender systems - an online and Bayesian approach.
"[Shaowu Liu, Gang Li, Truyen Tran 0001, Yuan Jiang]",Preference Relation-based Markov Random Fields for Recommender Systems.
"[Shaowu Liu, Gang Li, Truyen Tran 0001, Yuan Jiang]",Erratum to - Preference Relation-based Markov Random Fields for Recommender Systems.
"[Stephan Mandt, Florian Wenzel, Shinichi Nakajima, John P. Cunningham, Christoph Lippert, Marius Kloft]",Sparse probit linear mixed model.
"[Deiner Mena, Elena Montañés, José Ramón Quevedo, Juan José del Coz]",A family of admissible heuristics for A* to perform inference in probabilistic classifier chains.
"[Pedro Ribeiro Mendes-Junior, Roberto Medeiros de Souza, Rafael de Oliveira Werneck, Bernardo V. Stein, Daniel V. Pazinato, Waldir R. de Almeida, Otávio A. B. Penatti, Ricardo da Silva Torres, Anderson Rocha]",Nearest neighbors distance ratio open-set classifier.
"[Davide Nitti, Vaishak Belle, Tinne De Laet, Luc De Raedt]",Planning in hybrid relational MDPs.
"[Aljaz Osojnik, Pance Panov, Saso Dzeroski]",Multi-label classification via multi-target regression on data streams.
"[Aline Paes, Gerson Zaverucha, Vítor Santos Costa]",On the use of stochastic local search techniques to revise first-order logic theories from examples.
"[Amol Pande, Liang Li, Jeevanantham Rajeswaran, John Ehrlinger, Udaya B. Kogalur, Eugene Blackstone, Hemant Ishwaran]",Boosted multivariate trees for longitudinal data.
"[Sergey Paramonov 0001, Matthijs van Leeuwen, Luc De Raedt]",Relational data factorization.
"[NhatHai Phan, Xintao Wu, Dejing Dou]",Preserving differential privacy in convolutional deep belief networks.
"[Giulio Rossetti, Luca Pappalardo, Dino Pedreschi, Fosca Giannotti]",Tiles - an online algorithm for community discovery in dynamic social networks.
"[Céline Rouveirol, Ruggero G. Pensa, Rushed Kanawati]",Introduction to the special issue on dynamic networks and knowledge discovery.
"[Arkajyoti Saha, Swagatam Das]",Feature-weighted clustering with inner product induced norm based dissimilarity measures - an optimization perspective.
"[Jie Shen, Huan Xu, Ping Li 0001]",Online optimization for max-norm regularization.
"[Ashwin Srinivasan, Michael Bain]",An empirical study of on-line models for relational data streams.
"[Shinya Suzumura, Kohei Ogawa, Masashi Sugiyama, Masayuki Karasuyama, Ichiro Takeuchi]",Homotopy continuation approaches for robust SV classification and regression.
"[Lavanya Sita Tekumalla, Vaibhav Rajan, Chiranjib Bhattacharyya]",Vine copulas for mixed data - multi-view clustering for mixed data beyond meta-Gaussian dependencies.
"[Ran Tian, Naoaki Okazaki, Kentaro Inui]",The mechanism of additive composition.
"[Tijana Vujicic, Jesse Glass, Fang Zhou, Zoran Obradovic]",Gaussian conditional random fields extended for directed graphs.
"[Beilun Wang, Ritambhara Singh, Yanjun Qi]",A constrained $$\ell $$ ℓ 1 minimization approach for estimating multiple sparse Gaussian or nonparanormal graphical models.
"[Björn Weghenkel, Asja Fischer, Laurenz Wiskott]",Graph-based predictable feature analysis.
"[Yuping Wu, Hsuan-Tien Lin]",Progressive random k-labelsets for cost-sensitive multi-label classification.
"[Sen Yang, Lijun Zhang 0005]",Non-redundant multiple clustering by nonnegative matrix factorization.
"[Morteza Zihayat, Yan Chen 0021, Aijun An]",Memory-adaptive high utility sequential pattern mining over data streams.
"[Aqeel Ahmed, Muhammad Aslam, Saleem Abdullah]",n-Dimensional fuzzy hyperideals in semihyperrings.
"[Ghadah Aldehim, Wenjia Wang]",Determining appropriate approaches for using data in feature selection.
"[M. Syed Ali, Pagavathigounder Balasubramaniam, Quanxin Zhu]",Stability of stochastic fuzzy BAM neural networks with discrete and distributed time-varying delays.
"[Muhammad Irfan Ali, Muhammad Shabir, Feng Feng]",Representation of graphs based on neighborhoods and soft sets.
"[Abhay Kumar Alok, Sriparna Saha 0001, Asif Ekbal]",Semi-supervised clustering for gene-expression data in multiobjective optimization framework.
"[K. S. Arun, V. K. Govindan]",A context-aware semantic modeling framework for efficient image retrieval.
"[Rana Aamir Raza Ashfaq, Yu-Lin He, De-gang Chen]",Toward an efficient fuzziness based instance selection methodology for intrusion detection system.
"[Parsa Bagherzadeh, Hadi Sadoghi Yazdi]",Label denoising based on Bayesian aggregation.
"[Jayalakshmi Banda, Alok Singh 0001]",A hybrid artificial bee colony algorithm for the cooperative maximum covering location problem.
Anan Banharnsakun,Hybrid ABC-ANN for pavement surface distress detection and classification.
"[Anqi Bi, Shitong Wang 0001]",Incremental enhanced α-expansion move for large data - a probability regularization perspective.
"[Rajab Ali Borzooei, Hossein Rashmanlou]",New concepts of vague graphs.
"[Christos Bouras, Vassilis Tsogkas]",Improving news articles recommendations via user clustering.
"[Mingjie Cai, Qingguo Li, Jianmin Ma]",Knowledge reduction of dynamic covering decision information systems caused by variations of attribute values.
"[Guoming Chen, Qiang Chen, Shun Long, Weiheng Zhu]",The mean shift method of chaotic sequences in the study of compressive sensing.
"[Yundi Chu, Yunmei Fang, Juntao Fei]",Adaptive neural dynamic global PID sliding mode control for MEMS gyroscope.
"[Bishnu Prasad De, Rajib Kar, Durbadal Mandal, S. P. Ghoshal]",PSO with aging leader and challengers for optimal design of high speed symmetric switching CMOS inverter.
Irfan Deli,Interval-valued neutrosophic soft sets and its decision making.
"[Irfan Deli, Yusuf Subas]",A ranking method of single valued neutrosophic numbers and its applications to multi-attribute decision making problems.
"[M. E. Abd El-Monsef, M. A. El-Gayar, R. M. Aqeel]",A comparison of three types of rough fuzzy sets based on two universal sets.
"[Yuming Feng, Chuandong Li, Tingwen Huang]",Sandwich control systems with impulse time windows.
"[Shimin Feng, Roderick Murray-Smith, Andrew Ramsay]",Position stabilisation and lag reduction with Gaussian processes in sensor fusion system for user performance improvement.
"[Faming Gong, Ming-Wen Shao, Guofang Qiu]",Concept granular computing systems and their approximation operators.
"[Zengtai Gong, Xiaoxia Zhang]",The further investigation of variable precision intuitionistic fuzzy rough set model.
"[Tao Guan, Ke-ren Wang, Shao-peng Zhang]",A robust periodicity mining method from incomplete and noisy observations based on relative entropy.
"[Guang Han, Jinkuan Wang, Xi Cai]",Background subtraction based on modified online robust principal component analysis.
"[Mingang Hua, Huasheng Tan, Juntao Fei]",State estimation for uncertain discrete-time stochastic neural networks with Markovian jump parameters and time-varying delays.
"[Mingang Hua, Huasheng Tan, Juntao Fei, Jianjun Ni]",Robust stability and \(H_{\infty}\) filter design for neutral stochastic neural networks with parameter uncertainties and time-varying delay.
Zuda Huang,Almost periodic solutions for fuzzy cellular neural networks with multi-proportional delays.
"[Chengquan Huang, Fu-Lai Chung, Shitong Wang 0001]",Generalized competitive agglomeration clustering algorithm.
"[Natthakan Iam-on, Tossapon Boongoen]",Improved student dropout prediction in Thai University using ensemble of mixed-type data clusterings.
"[Mamta Jain, Anil Kumar]",RGB channel based decision tree grey-alpha medical image steganography with RSA cryptosystem.
"[Reshma Khemchandani, Aman Pal]",Tree based multi-category Laplacian TWSVM for content based image retrieval.
"[Guangming Lang, Qingguo Li, Mingjie Cai, Tian Yang, Qimei Xiao]",Incremental approaches to knowledge reduction based on characteristic matrices.
Lifeng Li,Multi-level interval-valued fuzzy concept lattices and their attribute reduction.
"[Baolei Li, Ming Hui, Yongsheng Zhu, Mingyue Cui, Meng Zhang, Yiyuan Cheng, Tao Hai]",A path planner based on multivariant optimization algorithm with absorption.
